,n,p,k,sigma,lambda,method,time,error,numiters
833,500,250,125,1,0,LLM,0.2871897220611572,0.008352203653486247,166
834,500,250,125,1,80.13895458047695,AT,0.18513131141662598,0.03150503961238181,122
835,500,250,125,1,80.13895458047695,LLM,0.18413090705871582,0.02811709646628702,98
836,500,250,125,1,0,AT,0.24517250061035156,0.008818910859045194,161
837,500,250,125,1,0,LLM,0.27919769287109375,0.008847809154636118,159
838,500,250,125,1,60.14163797564034,AT,0.22015738487243652,0.02316535000783046,137
839,500,250,125,1,60.14163797564034,LLM,0.18714451789855957,0.020133106922168232,96
840,500,250,125,1,0,AT,0.2441730499267578,0.009503499738506522,167
841,500,250,125,1,0,LLM,0.32221341133117676,0.009535274394131418,168
842,500,250,125,1,70.48083842396832,AT,0.2011427879333496,0.025581666783980175,130
843,500,250,125,1,70.48083842396832,LLM,0.17912602424621582,0.022218774872890146,94
844,500,250,125,1,0,AT,0.282212495803833,0.009173971727207951,172
845,500,250,125,1,0,LLM,0.31522274017333984,0.009174087862532293,174
846,500,250,125,1,68.65982913026392,AT,0.1921224594116211,0.033035734053801065,128
847,500,250,125,1,68.65982913026392,LLM,0.17612409591674805,0.029514390781757723,94
848,500,250,125,1,0,AT,0.2561812400817871,0.009590747862256345,168
849,500,250,125,1,0,LLM,0.33423709869384766,0.009623610499620074,165
850,500,250,125,1,70.68768519037692,AT,0.21214914321899414,0.026128842346629596,140
851,500,250,125,1,70.68768519037692,LLM,0.17712712287902832,0.023044239638641436,93
852,500,250,125,1,0,AT,0.2421703338623047,0.00813214463964444,159
853,500,250,125,1,0,LLM,0.31722402572631836,0.008315216651012652,171
854,500,250,125,1,79.96461619761698,AT,0.20514440536499023,0.029619380031803942,131
855,500,250,125,1,79.96461619761698,LLM,0.1651303768157959,0.027224508969859524,93
856,500,250,125,1,0,AT,0.2631864547729492,0.009102950562139642,178
857,500,250,125,1,0,LLM,0.34424495697021484,0.009110326997323165,179
858,500,250,125,1,71.98884578512184,AT,0.20514273643493652,0.028287098944498146,128
859,500,250,125,1,71.98884578512184,LLM,0.1751236915588379,0.024912769891679416,91
860,500,250,125,1,0,AT,0.2441728115081787,0.008120884361678538,166
861,500,250,125,1,0,LLM,0.3022141456604004,0.008123923939673722,167
862,500,250,125,1,62.95414910483806,AT,0.1891334056854248,0.024114376497774655,129
863,500,250,125,1,62.95414910483806,LLM,0.18012690544128418,0.021050891290916127,100
864,500,250,125,1,0,AT,0.2441728115081787,0.008544728693779325,157
865,500,250,125,1,0,LLM,0.2972092628479004,0.00853375397020642,162
866,500,250,125,1,69.32227580634361,AT,0.20714855194091797,0.023132863285478762,139
867,500,250,125,1,69.32227580634361,LLM,0.19014573097229004,0.020506021653395635,97
868,500,250,125,1,0,AT,0.22916221618652344,0.008241250420362204,153
869,500,250,125,1,0,LLM,0.2901914119720459,0.008248495130408451,156
870,500,250,125,1,60.019027520019655,AT,0.20014333724975586,0.022584668302600832,129
871,500,250,125,1,60.019027520019655,LLM,0.18813347816467285,0.020414539438627578,98
872,500,250,125,1,0,AT,0.2811853885650635,0.00868988846382185,183
873,500,250,125,1,0,LLM,0.348247766494751,0.00869623960195795,185
874,500,250,125,1,63.41807123750766,AT,0.21014666557312012,0.0248506798682844,141
875,500,250,125,1,63.41807123750766,LLM,0.18314290046691895,0.021411837640411206,97
876,500,250,125,1,0,AT,0.23615360260009766,0.009995059175730287,153
877,500,250,125,1,0,LLM,0.28119874000549316,0.009974318002970401,154
878,500,250,125,1,68.732137664899,AT,0.19213438034057617,0.02457710582958225,132
879,500,250,125,1,68.732137664899,LLM,0.17612624168395996,0.021639324214314484,95
880,500,250,125,1,0,AT,0.2511782646179199,0.008408611650537514,174
881,500,250,125,1,0,LLM,0.34624409675598145,0.008415017428930846,173
882,500,250,125,1,55.381514023913574,AT,0.22115588188171387,0.02030558630137016,142
883,500,250,125,1,55.381514023913574,LLM,0.1801280975341797,0.017209808432288254,99
884,500,250,125,1,0,AT,0.26919054985046387,0.009052806384759573,178
885,500,250,125,1,0,LLM,0.34122729301452637,0.009065776154815033,178
886,500,250,125,1,69.09754340585454,AT,0.21915531158447266,0.0246595640824747,134
887,500,250,125,1,69.09754340585454,LLM,0.17612409591674805,0.021425278774337905,98
888,500,250,125,1,0,AT,0.2301628589630127,0.00861891377252976,151
889,500,250,125,1,0,LLM,0.2972238063812256,0.008537646002533867,156
890,500,250,125,1,70.217675957138,AT,0.18612933158874512,0.026338697474867348,126
891,500,250,125,1,70.217675957138,LLM,0.17212200164794922,0.023780968877187163,88
892,500,250,125,1,0,AT,0.23816728591918945,0.00880267173030354,156
893,500,250,125,1,0,LLM,0.28220105171203613,0.008797832644559925,153
894,500,250,125,1,56.19439280390255,AT,0.17812657356262207,0.02195114819963704,121
895,500,250,125,1,56.19439280390255,LLM,0.19013214111328125,0.01852665998841527,98
896,500,250,125,1,0,AT,0.23815536499023438,0.009466010014411885,156
897,500,250,125,1,0,LLM,0.29621076583862305,0.009533407993817473,171
898,500,250,125,1,64.92584011244747,AT,0.21715140342712402,0.023808842286977952,137
899,500,250,125,1,64.92584011244747,LLM,0.19613862037658691,0.021033046279157006,97
900,500,250,125,1,0,AT,0.2821998596191406,0.008772106299434491,177
901,500,250,125,1,0,LLM,0.2942216396331787,0.008731305551520407,163
902,500,250,125,1,62.94651540212236,AT,0.2061319351196289,0.02347025697904053,130
903,500,250,125,1,62.94651540212236,LLM,0.1941368579864502,0.019314568454640923,103
904,500,250,125,1,0,AT,0.2441718578338623,0.009275057059329872,160
905,500,250,125,1,0,LLM,0.2821991443634033,0.009267710291616075,159
906,500,250,125,1,58.912699632673345,AT,0.20112872123718262,0.022295212906157783,124
907,500,250,125,1,58.912699632673345,LLM,0.1891343593597412,0.02016087375083993,99
908,500,250,125,1,0,AT,0.2541818618774414,0.008379061545339055,154
909,500,250,125,1,0,LLM,0.3042142391204834,0.008364659158624903,157
910,500,250,125,1,73.94317873852336,AT,0.18813085556030273,0.027411302404677543,129
911,500,250,125,1,73.94317873852336,LLM,0.18312931060791016,0.024463310336488905,96
912,500,250,125,1,0,AT,0.25219202041625977,0.00975587208161852,174
913,500,250,125,1,0,LLM,0.3352227210998535,0.009766286148468603,176
914,500,250,125,1,71.91152201017836,AT,0.21015000343322754,0.026170760678276856,140
915,500,250,125,1,71.91152201017836,LLM,0.17111921310424805,0.023195925753588868,92
916,500,250,125,1,0,AT,0.27019333839416504,0.008003616268685022,176
917,500,250,125,1,0,LLM,0.3522467613220215,0.00806219164522457,186
918,500,250,125,1,64.41207468007713,AT,0.21415233612060547,0.0258999595478347,130
919,500,250,125,1,64.41207468007713,LLM,0.17312169075012207,0.023198310985948926,89
920,500,250,125,1,0,AT,0.23317861557006836,0.008389400835273765,152
921,500,250,125,1,0,LLM,0.29119181632995605,0.008375547361199874,151
922,500,250,125,1,59.5109520017971,AT,0.21214890480041504,0.025186995738093628,135
923,500,250,125,1,59.5109520017971,LLM,0.16711783409118652,0.021863803305172964,89
924,500,250,125,1,0,AT,0.24817514419555664,0.008652005163990444,160
925,500,250,125,1,0,LLM,0.2781963348388672,0.008326369006861662,149
926,500,250,125,1,75.1951048891538,AT,0.22215676307678223,0.026681366974399594,133
927,500,250,125,1,75.1951048891538,LLM,0.17212176322937012,0.023768848519190634,92
928,500,250,125,1,0,AT,0.24317193031311035,0.008857919822943443,162
929,500,250,125,1,0,LLM,0.3182246685028076,0.008836575140957004,165
930,500,250,125,1,72.38450251086056,AT,0.21116209030151367,0.028069749859916317,142
931,500,250,125,1,72.38450251086056,LLM,0.16210055351257324,0.024395617741143363,92
932,500,250,125,1,0,AT,0.27019739151000977,0.009640384058639548,174
933,500,250,125,1,0,LLM,0.3062112331390381,0.009645970841973758,175
934,500,250,125,1,73.92941077554138,AT,0.2251596450805664,0.029996104231961043,143
935,500,250,125,1,73.92941077554138,LLM,0.18913483619689941,0.02616676616801728,95
936,500,250,125,1,0,AT,0.22215604782104492,0.008782219651666262,151
937,500,250,125,1,0,LLM,0.2751944065093994,0.008723811701996027,153
938,500,250,125,1,69.2774821933066,AT,0.21214985847473145,0.02619320839645212,133
939,500,250,125,1,69.2774821933066,LLM,0.1821298599243164,0.023019798680630026,94
940,500,250,125,1,0,AT,0.2631850242614746,0.009373733085827505,172
941,500,250,125,1,0,LLM,0.3132212162017822,0.009364873305287076,172
942,500,250,125,1,64.68822749003198,AT,0.18513107299804688,0.02290234455730699,127
943,500,250,125,1,64.68822749003198,LLM,0.19713950157165527,0.020182869854274876,100
944,500,250,125,1,0,AT,0.24517393112182617,0.009075860674674764,162
945,500,250,125,1,0,LLM,0.33623576164245605,0.00884568297342189,176
946,500,250,125,1,76.96300705106388,AT,0.19713950157165527,0.02788867965013643,119
947,500,250,125,1,76.96300705106388,LLM,0.18412995338439941,0.024498670920442743,95
948,500,250,125,1,0,AT,0.25716662406921387,0.009106850043961364,165
949,500,250,125,1,0,LLM,0.3302342891693115,0.009002602207921378,169
950,500,250,125,1,58.85748080752966,AT,0.2061467170715332,0.024126540992875044,131
951,500,250,125,1,58.85748080752966,LLM,0.19313478469848633,0.02085815081194286,95
952,500,250,125,1,0,AT,0.23316454887390137,0.009862738983482512,153
953,500,250,125,1,0,LLM,0.309218168258667,0.009688221040037673,165
954,500,250,125,1,64.02723782100374,AT,0.23216581344604492,0.025322675240110473,140
955,500,250,125,1,64.02723782100374,LLM,0.17112016677856445,0.021670500040875965,90
956,500,250,125,1,0,AT,0.2591826915740967,0.008487270004448516,171
957,500,250,125,1,0,LLM,0.32422876358032227,0.008486494612468231,172
958,500,250,125,1,66.42852979738458,AT,0.20112895965576172,0.025117033683485,135
959,500,250,125,1,66.42852979738458,LLM,0.18813228607177734,0.021930361746305586,96
960,500,250,125,1,0,AT,0.2571830749511719,0.008999978948300404,166
961,500,250,125,1,0,LLM,0.32222557067871094,0.00902668259119149,168
962,500,250,125,1,57.07688874629632,AT,0.19513845443725586,0.02040363672364381,125
963,500,250,125,1,57.07688874629632,LLM,0.17912650108337402,0.017810989650959275,95
964,500,250,125,1,0,AT,0.24517488479614258,0.008939273494660626,164
965,500,250,125,1,0,LLM,0.2902028560638428,0.008928272703939952,162
966,500,250,125,1,67.07574527640836,AT,0.17612552642822266,0.02228926440226881,119
967,500,250,125,1,67.07574527640836,LLM,0.17812442779541016,0.020056276692223648,95
968,500,250,125,1,0,AT,0.23316454887390137,0.00916318850763066,160
969,500,250,125,1,0,LLM,0.2902050018310547,0.009199266695922765,160
970,500,250,125,1,70.796799825863,AT,0.20415782928466797,0.027619505683790624,137
971,500,250,125,1,70.796799825863,LLM,0.1701059341430664,0.02466613670646151,90
972,500,250,125,1,0,AT,0.25016355514526367,0.009427635327832388,164
973,500,250,125,1,0,LLM,0.297210693359375,0.009365765420768838,161
974,500,250,125,1,67.14581215962158,AT,0.21715283393859863,0.026273432217522295,141
975,500,250,125,1,67.14581215962158,LLM,0.18014073371887207,0.02312433252003981,92
976,500,250,125,1,0,AT,0.2511763572692871,0.009946927446550758,162
977,500,250,125,1,0,LLM,0.2902066707611084,0.009951881251317669,162
978,500,250,125,1,71.90919803451115,AT,0.20214271545410156,0.027061644268234476,131
979,500,250,125,1,71.90919803451115,LLM,0.1771237850189209,0.02404531238612946,93
980,500,250,125,1,0,AT,0.27919745445251465,0.008643003800490321,184
981,500,250,125,1,0,LLM,0.36525750160217285,0.008696766320490133,187
982,500,250,125,1,68.64293861359445,AT,0.20415854454040527,0.02496959902082627,133
983,500,250,125,1,68.64293861359445,LLM,0.17611050605773926,0.021293289591257487,97
984,500,250,125,1,0,AT,0.24817562103271484,0.009645744285588195,169
985,500,250,125,1,0,LLM,0.31722474098205566,0.00963399128365939,167
986,500,250,125,1,72.12126366525563,AT,0.1821279525756836,0.027960922852613986,116
987,500,250,125,1,72.12126366525563,LLM,0.16211462020874023,0.025023294398825058,88
988,500,250,125,1,0,AT,0.25117921829223633,0.008761516131522021,163
989,500,250,125,1,0,LLM,0.3182249069213867,0.008762926312511393,164
990,500,250,125,1,65.03337595763134,AT,0.22415828704833984,0.02790991173715319,131
991,500,250,125,1,65.03337595763134,LLM,0.1801283359527588,0.02511333311644475,95
992,500,250,125,1,0,AT,0.25017619132995605,0.008480609140674335,170
993,500,250,125,1,0,LLM,0.31722235679626465,0.008497206309484752,165
994,500,250,125,1,64.77747867733466,AT,0.21415162086486816,0.0258520974565652,139
995,500,250,125,1,64.77747867733466,LLM,0.19313645362854004,0.022257382557916018,97
996,500,250,125,1,0,AT,0.259183406829834,0.008178450475814046,167
997,500,250,125,1,0,LLM,0.3192260265350342,0.008157241614271865,171
998,500,250,125,1,61.154467568427854,AT,0.1821272373199463,0.024013872985845425,124
