,n,p,k,sigma,lambda,method,time,error,numiters
46,500,1000,800,1,78.08003340973508,AT,3.245816707611084,0.907400444675684,518
47,500,1000,800,1,78.08003340973508,LLM,4.254035472869873,0.9190157859000941,535
48,500,1000,800,1,0,AT,1.28090238571167,0.7055415395202742,207
49,500,1000,800,1,0,LLM,1.5861485004425049,0.7055415346548789,206
50,500,1000,800,1,73.98505022503186,AT,3.152257204055786,0.9499594801274924,518
51,500,1000,800,1,73.98505022503186,LLM,4.292599439620972,0.9630962128313126,565
52,500,1000,800,1,0,AT,1.2959156036376953,0.6647744810609842,209
53,500,1000,800,1,0,LLM,1.620143175125122,0.6647744970079112,209
54,500,1000,800,1,73.5317116415366,AT,3.299332618713379,0.9309229853431314,534
55,500,1000,800,1,73.5317116415366,LLM,4.9730353355407715,0.945995809788557,626
56,500,1000,800,1,0,AT,1.3744704723358154,0.708576762545273,204
57,500,1000,800,1,0,LLM,1.6957283020019531,0.7085767735189702,203
58,500,1000,800,1,75.60885341295749,AT,3.2273056507110596,0.945867068643454,520
59,500,1000,800,1,75.60885341295749,LLM,4.80548882484436,0.9594469089001612,598
60,500,1000,800,1,0,AT,1.2278668880462646,0.711380284487182,204
61,500,1000,800,1,0,LLM,1.5165698528289795,0.7113803057521216,204
62,500,1000,800,1,75.92020597767547,AT,3.015681266784668,0.9467073525816654,489
63,500,1000,800,1,75.92020597767547,LLM,4.382626533508301,0.9617956150944272,574
64,500,1000,800,1,0,AT,1.2623920440673828,0.7252243677568035,204
65,500,1000,800,1,0,LLM,1.5290939807891846,0.7252245600036898,201
66,500,1000,800,1,75.1931817001244,AT,3.081700325012207,0.8929640193227405,505
67,500,1000,800,1,75.1931817001244,LLM,5.147662878036499,0.9030663768334032,664
68,500,1000,800,1,0,AT,1.2343714237213135,0.6878197330858389,210
69,500,1000,800,1,0,LLM,1.6752464771270752,0.6878197601883388,203
70,500,1000,800,1,74.39949639922055,AT,3.1338961124420166,0.9296747079262926,483
71,500,1000,800,1,74.39949639922055,LLM,4.0563812255859375,0.9454400906026189,550
72,500,1000,800,1,0,AT,1.2413780689239502,0.6960259123290811,212
73,500,1000,800,1,0,LLM,1.447521448135376,0.6960259014413991,199
74,500,1000,800,1,74.3841057031041,AT,3.2738120555877686,0.9277429012077143,523
75,500,1000,800,1,74.3841057031041,LLM,5.089660167694092,0.9413918293806272,619
76,500,1000,800,1,0,AT,1.383007287979126,0.6873145382824255,199
77,500,1000,800,1,0,LLM,1.4270069599151611,0.6873145606695683,186
78,500,1000,800,1,69.9234716589504,AT,3.337453842163086,0.9323206313000583,519
79,500,1000,800,1,69.9234716589504,LLM,4.361582279205322,0.9473168801893697,574
80,500,1000,800,1,0,AT,1.2428765296936035,0.695682359926093,209
81,500,1000,800,1,0,LLM,1.5726416110992432,0.6956823541901705,209
82,500,1000,800,1,76.58368166037971,AT,2.7864952087402344,0.9357598689720568,477
83,500,1000,800,1,76.58368166037971,LLM,3.8497350215911865,0.9513139826742179,507
84,500,1000,800,1,0,AT,1.2743988037109375,0.7454342344836947,206
85,500,1000,800,1,0,LLM,1.5611672401428223,0.7454342405163671,206
86,500,1000,800,1,72.05091165201974,AT,2.8680522441864014,0.9435777193528879,485
87,500,1000,800,1,72.05091165201974,LLM,4.706436634063721,0.9560403122122514,569
88,500,1000,800,1,0,AT,1.232372522354126,0.7110442170128998,199
89,500,1000,800,1,0,LLM,1.5550968647003174,0.71104423013469,199
90,500,1000,800,1,68.36205583319455,AT,3.287858486175537,0.9470966384301277,526
91,500,1000,800,1,68.36205583319455,LLM,4.666845083236694,0.9597212508234965,596
92,500,1000,800,1,0,AT,1.3174307346343994,0.693144423652099,203
93,500,1000,800,1,0,LLM,1.5931439399719238,0.6931444145098193,201
94,500,1000,800,1,70.47919842466445,AT,3.4164206981658936,0.9127003765730178,563
95,500,1000,800,1,70.47919842466445,LLM,5.6364922523498535,0.925417304519806,712
96,500,1000,800,1,0,AT,1.2554042339324951,0.7217847329922419,204
97,500,1000,800,1,0,LLM,1.6701781749725342,0.7217847546191813,203
98,500,1000,800,1,82.1807391852425,AT,2.7144339084625244,0.9116208019471,458
99,500,1000,800,1,82.1807391852425,LLM,4.298199653625488,0.9249992329456206,551
100,500,1000,800,1,0,AT,1.250905990600586,0.6958781406606807,204
101,500,1000,800,1,0,LLM,1.6046655178070068,0.6958781355339458,203
102,500,1000,800,1,76.68027300905489,AT,3.1217215061187744,0.937588903612394,533
103,500,1000,800,1,76.68027300905489,LLM,5.2307233810424805,0.9523306877781454,673
104,500,1000,800,1,0,AT,1.2834062576293945,0.671820067220168,215
105,500,1000,800,1,0,LLM,1.5641882419586182,0.6718200586086605,215
106,500,1000,800,1,68.29130128294634,AT,2.9856207370758057,0.9070397461607348,505
107,500,1000,800,1,68.29130128294634,LLM,4.494688034057617,0.9217609585838291,602
108,500,1000,800,1,0,AT,1.2979159355163574,0.6967874293794462,200
109,500,1000,800,1,0,LLM,1.5851197242736816,0.6967875623714572,209
110,500,1000,800,1,67.94369910229973,AT,2.8109865188598633,0.9491284581055905,477
111,500,1000,800,1,67.94369910229973,LLM,3.873749017715454,0.9657848429731145,511
112,500,1000,800,1,0,AT,1.2128791809082031,0.7018167284550557,204
113,500,1000,800,1,0,LLM,1.5230751037597656,0.7018167833375376,203
114,500,1000,800,1,80.30333835129899,AT,2.7344160079956055,0.9205581621821898,464
115,500,1000,800,1,80.30333835129899,LLM,4.482847690582275,0.9345086635561938,598
116,500,1000,800,1,0,AT,1.267909288406372,0.6909271700870301,201
117,500,1000,800,1,0,LLM,1.524587631225586,0.6909271882390458,201
118,500,1000,800,1,67.1042903335246,AT,3.279250383377075,0.9434597168992412,556
119,500,1000,800,1,67.1042903335246,LLM,5.222704887390137,0.9565992479895867,695
120,500,1000,800,1,0,AT,1.208446979522705,0.6925769001940524,197
121,500,1000,800,1,0,LLM,1.4865503311157227,0.6925769108969797,197
122,500,1000,800,1,78.37078313739116,AT,3.4966630935668945,0.9428483824116269,539
123,500,1000,800,1,78.37078313739116,LLM,5.205693244934082,0.955348452638995,646
124,500,1000,800,1,0,AT,1.3184304237365723,0.6934396340969524,206
125,500,1000,800,1,0,LLM,1.6186549663543701,0.6934395973049394,207
126,500,1000,800,1,73.5531893934919,AT,3.068610429763794,0.9302150015489672,500
127,500,1000,800,1,73.5531893934919,LLM,4.672299385070801,0.9447549677061436,598
128,500,1000,800,1,0,AT,1.262892484664917,0.7067166903288934,207
129,500,1000,800,1,0,LLM,1.6001298427581787,0.706716706684792,206
130,500,1000,800,1,66.99366509844116,AT,2.8820700645446777,0.9183386931474629,484
131,500,1000,800,1,66.99366509844116,LLM,4.919032573699951,0.9333631736138577,651
132,500,1000,800,1,0,AT,1.2193617820739746,0.7087851654515078,197
133,500,1000,800,1,0,LLM,1.5205729007720947,0.7087851806213566,197
134,500,1000,800,1,95.82697936428856,AT,3.12675142288208,0.9262505149818044,483
135,500,1000,800,1,95.82697936428856,LLM,4.7884461879730225,0.9392908536873431,607
136,500,1000,800,1,0,AT,1.23537278175354,0.704230927219771,203
137,500,1000,800,1,0,LLM,1.5355844497680664,0.7042309395427429,201
138,500,1000,800,1,66.17779829896786,AT,3.478951930999756,0.9299306857119974,565
139,500,1000,800,1,66.17779829896786,LLM,4.876551151275635,0.9415777220360626,632
140,500,1000,800,1,0,AT,1.2308950424194336,0.712304562973447,198
141,500,1000,800,1,0,LLM,1.5400879383087158,0.7123044566480676,200
142,500,1000,800,1,61.774105072502344,AT,3.096205711364746,0.9541747015001192,512
143,500,1000,800,1,61.774105072502344,LLM,4.671822547912598,0.9684844572174532,626
144,500,1000,800,1,0,AT,1.1848371028900146,0.6900091229286242,198
145,500,1000,800,1,0,LLM,1.4970896244049072,0.6900089531912601,206
146,500,1000,800,1,67.82615810838061,AT,3.6085596084594727,0.9171437036630312,616
147,500,1000,800,1,67.82615810838061,LLM,4.283584117889404,0.9259001809838631,586
148,500,1000,800,1,0,AT,1.2203631401062012,0.7217946651499672,208
149,500,1000,800,1,0,LLM,1.5616018772125244,0.7217947316303219,209
150,500,1000,800,1,69.13299262062858,AT,2.846186876296997,0.9495167296708379,493
151,500,1000,800,1,69.13299262062858,LLM,4.2390100955963135,0.9634455136085933,570
152,500,1000,800,1,0,AT,1.1363039016723633,0.6880622451000823,194
153,500,1000,800,1,0,LLM,1.4035017490386963,0.6880624005206161,191
154,500,1000,800,1,85.37740030153266,AT,2.8885560035705566,0.9140717374152318,483
155,500,1000,800,1,85.37740030153266,LLM,4.349070072174072,0.9278140442805642,590
156,500,1000,800,1,0,AT,1.2423772811889648,0.7114783672102338,205
157,500,1000,800,1,0,LLM,1.542607069015503,0.7114782600651174,209
158,500,1000,800,1,80.74084714344029,AT,2.873551368713379,0.9557930435993378,486
159,500,1000,800,1,80.74084714344029,LLM,4.303568124771118,0.9703624123430172,575
160,500,1000,800,1,0,AT,1.1808350086212158,0.6817424441749972,202
161,500,1000,800,1,0,LLM,1.5205721855163574,0.6817425110028984,206
162,500,1000,800,1,75.23632775877562,AT,2.914586305618286,0.9317872797036726,496
163,500,1000,800,1,75.23632775877562,LLM,3.9067575931549072,0.9464147901827004,530
164,500,1000,800,1,0,AT,1.2378740310668945,0.7000343224134692,208
165,500,1000,800,1,0,LLM,1.575134038925171,0.7000343018390702,210
166,500,1000,800,1,82.45767742340972,AT,2.8284974098205566,0.9405795581649015,482
167,500,1000,800,1,82.45767742340972,LLM,4.146928548812866,0.955442605386016,563
168,500,1000,800,1,0,AT,1.19834566116333,0.6939657467374262,200
169,500,1000,800,1,0,LLM,1.5510964393615723,0.6939658049138527,211
170,500,1000,800,1,66.57463884689389,AT,3.009612798690796,0.9240984260269436,521
171,500,1000,800,1,66.57463884689389,LLM,4.490198135375977,0.9371968855714145,613
172,500,1000,800,1,0,AT,1.1863517761230469,0.7398706408189494,196
173,500,1000,800,1,0,LLM,1.488551378250122,0.7398706538850647,197
174,500,1000,800,1,80.06342999450659,AT,3.428463935852051,0.9602844504460488,545
175,500,1000,800,1,80.06342999450659,LLM,5.207237243652344,0.9729772801196317,705
176,500,1000,800,1,0,AT,1.251884937286377,0.7225319503117906,211
177,500,1000,800,1,0,LLM,1.6296794414520264,0.7225319553897289,211
178,500,1000,800,1,76.5304485699347,AT,2.96014666557312,0.9131963420365905,503
179,500,1000,800,1,76.5304485699347,LLM,4.433632135391235,0.9250640423426889,594
180,500,1000,800,1,0,AT,1.1833341121673584,0.6957465587908134,202
181,500,1000,800,1,0,LLM,1.4850504398345947,0.6957465826266227,202
182,500,1000,800,1,66.490742192365,AT,3.034184694290161,0.9059052016874636,519
183,500,1000,800,1,66.490742192365,LLM,4.453654766082764,0.9191309964317868,601
184,500,1000,800,1,0,AT,1.2453782558441162,0.7181238709661617,207
185,500,1000,800,1,0,LLM,1.561610221862793,0.718123882245574,207
186,500,1000,800,1,70.73641551068968,AT,2.917081832885742,0.9360612762003832,491
187,500,1000,800,1,70.73641551068968,LLM,4.301556825637817,0.9496528490409676,572
188,500,1000,800,1,0,AT,1.2453813552856445,0.6901812143723274,209
189,500,1000,800,1,0,LLM,1.5831329822540283,0.690181370398138,206
190,500,1000,800,1,71.37169267852396,AT,2.9271090030670166,0.8984579348901098,500
191,500,1000,800,1,71.37169267852396,LLM,4.459183216094971,0.911140208569465,611
192,500,1000,800,1,0,AT,1.2482390403747559,0.7291953470354929,206
193,500,1000,800,1,0,LLM,1.5216832160949707,0.7291953603053477,206
194,500,1000,800,1,84.76418864141607,AT,2.541365623474121,0.9405815291233733,436
195,500,1000,800,1,84.76418864141607,LLM,3.6636223793029785,0.9545408683707456,495
196,500,1000,800,1,0,AT,1.214357852935791,0.7069879515723649,202
197,500,1000,800,1,0,LLM,1.5155699253082275,0.7069879652853985,202
198,500,1000,800,1,74.65668258363159,AT,2.7734756469726562,0.9460785628578601,467
199,500,1000,800,1,74.65668258363159,LLM,4.465212345123291,0.9621276922600762,589
200,500,1000,800,1,0,AT,1.2323706150054932,0.7034998627514498,207
201,500,1000,800,1,0,LLM,1.5384342670440674,0.7034998791099344,207
202,500,1000,800,1,69.23498116732623,AT,3.597046136856079,0.9195183420782923,604
203,500,1000,800,1,69.23498116732623,LLM,5.435960292816162,0.9305453172722409,734
204,500,1000,800,1,0,AT,1.2253668308258057,0.7123826682330601,206
205,500,1000,800,1,0,LLM,1.542632818222046,0.7123826903374119,206
206,500,1000,800,1,81.05347189739996,AT,2.936086893081665,0.9300535773786955,499
207,500,1000,800,1,81.05347189739996,LLM,4.465193271636963,0.942108228901907,596
208,500,1000,800,1,0,AT,1.226365327835083,0.7030487956185888,208
209,500,1000,800,1,0,LLM,1.5120697021484375,0.703048774318783,207
210,500,1000,800,1,70.21715756042948,AT,2.8154871463775635,0.9502115449445331,490
211,500,1000,800,1,70.21715756042948,LLM,4.356607913970947,0.9664057436123452,589
212,500,1000,800,1,0,AT,1.1743431091308594,0.7084681198004249,197
213,500,1000,800,1,0,LLM,1.512012243270874,0.7084681322610776,199
214,500,1000,800,1,74.49962588666321,AT,3.024216651916504,0.9363610395007359,510
215,500,1000,800,1,74.49962588666321,LLM,4.256012916564941,0.9514889537850894,576
216,500,1000,800,1,0,AT,1.20987868309021,0.7205279204392472,204
217,500,1000,800,1,0,LLM,1.514617919921875,0.7205279273694521,205
218,500,1000,800,1,81.52232407861526,AT,2.7969930171966553,0.930431608352484,482
219,500,1000,800,1,81.52232407861526,LLM,3.8912785053253174,0.943370367876236,517
220,500,1000,800,1,0,AT,1.2323815822601318,0.7017734777539564,208
221,500,1000,800,1,0,LLM,1.4630320072174072,0.7017737122456743,199
222,500,1000,800,1,69.87090411812619,AT,2.9335899353027344,0.9091728596309573,499
223,500,1000,800,1,69.87090411812619,LLM,4.774407863616943,0.9220477288919016,648
224,500,1000,800,1,0,AT,1.2480404376983643,0.7039566488400071,209
225,500,1000,800,1,0,LLM,1.5400869846343994,0.7039566188251225,207
226,500,1000,800,1,75.28387015807509,AT,2.8180153369903564,0.9263487936433951,478
227,500,1000,800,1,75.28387015807509,LLM,4.213500022888184,0.9406983382433319,560
228,500,1000,800,1,0,AT,1.223865032196045,0.7258625247143776,206
229,500,1000,800,1,0,LLM,1.5110654830932617,0.7258625239586615,206
230,500,1000,800,1,73.4806570947503,AT,3.351907730102539,0.9230797694634384,564
231,500,1000,800,1,73.4806570947503,LLM,4.734843015670776,0.9338442180164259,639
232,500,1000,800,1,0,AT,1.2198779582977295,0.7154127220157658,202
233,500,1000,800,1,0,LLM,1.497570276260376,0.7154127236013119,202
234,500,1000,800,1,65.1886509041981,AT,2.874563694000244,0.9328838275773973,492
235,500,1000,800,1,65.1886509041981,LLM,4.273519039154053,0.9485675767286151,579
236,500,1000,800,1,0,AT,1.2523860931396484,0.7318975691750019,210
237,500,1000,800,1,0,LLM,1.4595284461975098,0.731898225999445,199
238,500,1000,800,1,69.35446815570248,AT,2.804009437561035,0.9340000683914724,481
239,500,1000,800,1,69.35446815570248,LLM,4.378629207611084,0.9455608746410412,591
240,500,1000,800,1,0,AT,1.202383041381836,0.7124499633854379,205
241,500,1000,800,1,0,LLM,1.4875774383544922,0.7124499713490794,205
242,500,1000,800,1,63.46753389765384,AT,3.2042617797851562,0.9702413699146669,552
243,500,1000,800,1,63.46753389765384,LLM,4.5287251472473145,0.9846972822635516,611
244,500,1000,800,1,0,AT,1.19234299659729,0.7331476442399567,201
245,500,1000,800,1,0,LLM,1.485062599182129,0.7331476986778053,200
246,500,1000,800,1,79.05798204172433,AT,2.8064682483673096,0.9475292693943744,487
247,500,1000,800,1,79.05798204172433,LLM,4.442176342010498,0.9589939727562821,603
248,500,1000,800,1,0,AT,1.2218632698059082,0.700764123445385,206
249,500,1000,800,1,0,LLM,1.4925556182861328,0.7007641398696955,203
250,500,1000,800,1,74.45668661143124,AT,3.1307573318481445,0.9307581629979989,530
251,500,1000,800,1,74.45668661143124,LLM,4.741871356964111,0.944203178750213,645
252,500,1000,800,1,0,AT,1.2008469104766846,0.6872826351975319,203
253,500,1000,800,1,0,LLM,1.4990737438201904,0.6872826369552066,203
254,500,1000,800,1,85.59322580794317,AT,3.019139528274536,0.9327193585686678,516
255,500,1000,800,1,85.59322580794317,LLM,4.6393091678619385,0.9454515507916178,629
256,500,1000,800,1,0,AT,1.2088537216186523,0.7151451496412161,209
257,500,1000,800,1,0,LLM,1.5325820446014404,0.7151451295155175,210
258,500,1000,800,1,93.5603220805683,AT,2.8970589637756348,0.9617189974663998,495
259,500,1000,800,1,93.5603220805683,LLM,4.4531471729278564,0.9752383817945789,601
260,500,1000,800,1,0,AT,1.2028477191925049,0.7301629352759605,203
261,500,1000,800,1,0,LLM,1.505063772201538,0.7301627206582867,206
262,500,1000,800,1,72.54335853291455,AT,2.9961891174316406,0.9401381438779095,522
263,500,1000,800,1,72.54335853291455,LLM,4.512199401855469,0.9530379490028024,607
264,500,1000,800,1,0,AT,1.171827793121338,0.7121150100394433,193
265,500,1000,800,1,0,LLM,1.425506353378296,0.7121150499062221,194
266,500,1000,800,1,85.00302031484765,AT,2.820002794265747,0.9277045494065125,484
267,500,1000,800,1,85.00302031484765,LLM,4.209982633590698,0.9402634136745657,566
268,500,1000,800,1,0,AT,1.2308716773986816,0.7064426396105049,207
269,500,1000,800,1,0,LLM,1.5300958156585693,0.706442583657276,205
270,500,1000,800,1,86.16844594297207,AT,2.649871587753296,0.920019119847416,453
271,500,1000,800,1,86.16844594297207,LLM,4.042868375778198,0.9338841707728586,540
272,500,1000,800,1,0,AT,1.1993601322174072,0.690020326303937,204
273,500,1000,800,1,0,LLM,1.4915573596954346,0.6900204133175724,203
274,500,1000,800,1,74.08387037844264,AT,2.8780431747436523,0.913491605751322,486
275,500,1000,800,1,74.08387037844264,LLM,4.218478202819824,0.9269834333320288,569
276,500,1000,800,1,0,AT,1.2028493881225586,0.7017487278105116,203
277,500,1000,800,1,0,LLM,1.5070650577545166,0.7017486922307848,205
278,500,1000,800,1,80.96073940089275,AT,2.7835071086883545,0.9292064947216913,481
279,500,1000,800,1,80.96073940089275,LLM,4.479194641113281,0.9437241466080516,610
280,500,1000,800,1,0,AT,1.2248740196228027,0.7205175654741223,204
281,500,1000,800,1,0,LLM,1.4975576400756836,0.7205175746362631,204
282,500,1000,800,1,77.82930751805057,AT,3.1497254371643066,0.9565246414645635,546
283,500,1000,800,1,77.82930751805057,LLM,4.813119888305664,0.9688554055731056,648
284,500,1000,800,1,0,AT,1.197896957397461,0.7285872866615914,201
285,500,1000,800,1,0,LLM,1.4695487022399902,0.7285872920748808,201
286,500,1000,800,1,62.69602568661824,AT,3.172257900238037,0.9318582145601817,534
287,500,1000,800,1,62.69602568661824,LLM,4.269062519073486,0.9432000774987767,574
288,500,1000,800,1,0,AT,1.2703979015350342,0.7130200130142069,203
289,500,1000,800,1,0,LLM,1.4905667304992676,0.7130200294544999,203
290,500,1000,800,1,79.45676017280482,AT,2.988609790802002,0.9442956251305952,504
291,500,1000,800,1,79.45676017280482,LLM,4.556738615036011,0.9576500570998651,613
292,500,1000,800,1,0,AT,1.204390525817871,0.7184856022770508,200
293,500,1000,800,1,0,LLM,1.5050632953643799,0.7184856063288588,203
294,500,1000,800,1,77.2375983632001,AT,2.745962381362915,0.9401197537346958,472
295,500,1000,800,1,77.2375983632001,LLM,3.881760358810425,0.9541504243063089,522
296,500,1000,800,1,0,AT,1.147831678390503,0.6963961039117288,196
297,500,1000,800,1,0,LLM,1.475041389465332,0.6963961043282527,199
298,500,1000,800,1,72.222937042475,AT,3.1001906394958496,0.9421589419428781,540
299,500,1000,800,1,72.222937042475,LLM,4.236992597579956,0.9552045401638033,578
300,500,1000,800,1,0,AT,1.1818780899047852,0.7003967477710465,201
301,500,1000,800,1,0,LLM,1.454026699066162,0.7003969862976875,203
302,500,1000,800,1,84.48584206044575,AT,2.9050776958465576,0.940275171739914,498
303,500,1000,800,1,84.48584206044575,LLM,4.399153232574463,0.9545682260168108,593
304,500,1000,800,1,0,AT,1.2628920078277588,0.7080668034682306,214
305,500,1000,800,1,0,LLM,1.545091152191162,0.7080668123398941,214
306,500,1000,800,1,69.58539249756052,AT,2.9816365242004395,0.9455047884594266,518
307,500,1000,800,1,69.58539249756052,LLM,4.489168405532837,0.9598444583048379,611
308,500,1000,800,1,0,AT,1.1888394355773926,0.7105135426990707,203
309,500,1000,800,1,0,LLM,1.4760689735412598,0.710513549420077,203
310,500,1000,800,1,75.09742157535177,AT,2.7059688568115234,0.940639818012111,468
311,500,1000,800,1,75.09742157535177,LLM,3.791191816329956,0.9550701130195146,518
312,500,1000,800,1,0,AT,1.2763047218322754,0.6633569023771171,214
313,500,1000,800,1,0,LLM,1.5621039867401123,0.6633568979205273,214
314,500,1000,800,1,65.99902631790609,AT,3.045652151107788,0.9240021140996547,523
315,500,1000,800,1,65.99902631790609,LLM,4.565231084823608,0.9387154600982948,619
316,500,1000,800,1,0,AT,1.2040274143218994,0.7014037006816705,203
317,500,1000,800,1,0,LLM,1.510566234588623,0.701403703478976,203
318,500,1000,800,1,89.75683640895866,AT,2.849545478820801,0.9154050294829015,487
319,500,1000,800,1,89.75683640895866,LLM,4.465226411819458,0.9278805175519008,599
320,500,1000,800,1,0,AT,1.3204319477081299,0.7153075514615621,204
321,500,1000,800,1,0,LLM,1.5611023902893066,0.7153074953488692,207
322,500,1000,800,1,75.08016870315751,AT,2.700421094894409,0.9563990468817652,466
323,500,1000,800,1,75.08016870315751,LLM,4.016336441040039,0.9724013203318899,545
324,500,1000,800,1,0,AT,1.2159318923950195,0.7037052225039349,203
325,500,1000,800,1,0,LLM,1.5996739864349365,0.7037050147667988,214
326,500,1000,800,1,87.74967085995421,AT,2.941577196121216,0.9470848679238052,498
327,500,1000,800,1,87.74967085995421,LLM,4.479302644729614,0.9601214774810293,595
328,500,1000,800,1,0,AT,1.2058839797973633,0.7226578053021857,204
329,500,1000,800,1,0,LLM,1.5345828533172607,0.7226578078371243,204
330,500,1000,800,1,67.3927766315068,AT,2.908064603805542,0.9101644901027962,490
331,500,1000,800,1,67.3927766315068,LLM,4.151574373245239,0.922746297446802,557
332,500,1000,800,1,0,AT,1.1353228092193604,0.6916720131251919,190
333,500,1000,800,1,0,LLM,1.5110669136047363,0.6916713415221268,205
334,500,1000,800,1,76.43342937493766,AT,3.096698760986328,0.9469211465936612,523
335,500,1000,800,1,76.43342937493766,LLM,4.733996868133545,0.9622316677171211,639
336,500,1000,800,1,0,AT,1.1823692321777344,0.6961974995406806,201
337,500,1000,800,1,0,LLM,1.4935660362243652,0.6961974569494291,204
338,500,1000,800,1,79.03107318843406,AT,2.9921650886535645,0.9462729987449655,519
339,500,1000,800,1,79.03107318843406,LLM,4.309147119522095,0.9585918129504574,593
340,500,1000,800,1,0,AT,1.137315034866333,0.6809370639568895,197
341,500,1000,800,1,0,LLM,1.453040599822998,0.680937066041923,197
342,500,1000,800,1,94.98061287524858,AT,3.086167097091675,0.9123617216513277,534
343,500,1000,800,1,94.98061287524858,LLM,4.125428676605225,0.923560156948383,563
344,500,1000,800,1,0,AT,1.2648978233337402,0.7060941801359825,216
345,500,1000,800,1,0,LLM,1.5671062469482422,0.7060942543543837,215
346,500,1000,800,1,84.61033734484752,AT,3.0106260776519775,0.9434459369561276,521
347,500,1000,800,1,84.61033734484752,LLM,4.563237905502319,0.955735897201667,612
348,500,1000,800,1,0,AT,1.2403743267059326,0.7245343050223213,207
349,500,1000,800,1,0,LLM,1.5105669498443604,0.7245343525168402,207
350,500,1000,800,1,70.62807573842089,AT,2.698906898498535,0.9232352103039859,465
351,500,1000,800,1,70.62807573842089,LLM,4.097417593002319,0.9381745347840804,546
352,500,1000,800,1,0,AT,1.2153739929199219,0.7002603895043659,200
353,500,1000,800,1,0,LLM,1.4720933437347412,0.7002599765954489,190
354,500,1000,800,1,70.4154155217245,AT,2.91808819770813,0.9066644038231457,502
355,500,1000,800,1,70.4154155217245,LLM,5.021559715270996,0.9194963527361409,684
356,500,1000,800,1,0,AT,1.2347025871276855,0.7187988440680784,204
357,500,1000,800,1,0,LLM,1.525575876235962,0.7187986935499211,211
358,500,1000,800,1,75.84491138790305,AT,2.90508770942688,0.9484142862800669,500
359,500,1000,800,1,75.84491138790305,LLM,4.379592657089233,0.9612920558820356,594
360,500,1000,800,1,0,AT,1.216360092163086,0.698384721481767,201
361,500,1000,800,1,0,LLM,1.5520942211151123,0.6983847273668624,201
362,500,1000,800,1,74.98449104378078,AT,2.9311656951904297,0.9396391438753332,498
363,500,1000,800,1,74.98449104378078,LLM,4.96100378036499,0.9529343927412401,655
364,500,1000,800,1,0,AT,1.2473797798156738,0.6921821261974639,214
365,500,1000,800,1,0,LLM,1.5716111660003662,0.6921821352908649,214
366,500,1000,800,1,91.16698999371847,AT,2.9195618629455566,0.9323449953155807,505
367,500,1000,800,1,91.16698999371847,LLM,4.14844536781311,0.9453449821478688,557
368,500,1000,800,1,0,AT,1.1708276271820068,0.7096440733065533,200
369,500,1000,800,1,0,LLM,1.4500243663787842,0.7096440994901865,200
370,500,1000,800,1,72.73084436895213,AT,3.025137186050415,0.927853045520231,525
371,500,1000,800,1,72.73084436895213,LLM,5.306793451309204,0.940426984159065,728
372,500,1000,800,1,0,AT,1.2183592319488525,0.7153593721599452,204
373,500,1000,800,1,0,LLM,1.5345838069915771,0.7153594047250593,205
374,500,1000,800,1,73.68777593248774,AT,2.7999768257141113,0.9153404574466611,476
375,500,1000,800,1,73.68777593248774,LLM,4.078639984130859,0.9282601682518261,549
376,500,1000,800,1,0,AT,1.2164413928985596,0.7008370891547546,206
377,500,1000,800,1,0,LLM,1.5130681991577148,0.7008370175861536,205
378,500,1000,800,1,72.49785677334901,AT,2.8455207347869873,0.9202640282539231,482
379,500,1000,800,1,72.49785677334901,LLM,4.005419492721558,0.9330868792881735,537
380,500,1000,800,1,0,AT,1.2273683547973633,0.7233156753593284,203
381,500,1000,800,1,0,LLM,1.5040605068206787,0.723315671575244,203
382,500,1000,800,1,85.83113470492171,AT,2.6829237937927246,0.9316595099274069,454
383,500,1000,800,1,85.83113470492171,LLM,3.834726572036743,0.9451887906502071,513
384,500,1000,800,1,0,AT,1.2281651496887207,0.6924110214305897,209
385,500,1000,800,1,0,LLM,1.5075652599334717,0.6924109795556243,210
386,500,1000,800,1,73.10980500133391,AT,2.797987461090088,0.9513809016060493,476
387,500,1000,800,1,73.10980500133391,LLM,4.1339216232299805,0.9664868361964426,553
388,500,1000,800,1,0,AT,1.2523841857910156,0.7149848154240979,211
389,500,1000,800,1,0,LLM,1.5430898666381836,0.7149848449448318,209
390,500,1000,800,1,71.7925297717232,AT,3.13171124458313,0.916183337935309,536
391,500,1000,800,1,71.7925297717232,LLM,4.9960620403289795,0.926655238708834,671
392,500,1000,800,1,0,AT,1.2428762912750244,0.7259111232712379,203
393,500,1000,800,1,0,LLM,1.5290806293487549,0.7259111399369684,203
394,500,1000,800,1,90.22582589197509,AT,2.939575433731079,0.9305250934483672,505
395,500,1000,800,1,90.22582589197509,LLM,4.508203744888306,0.9421460641993198,594
396,500,1000,800,1,0,AT,1.27241849899292,0.7147948086958579,214
397,500,1000,800,1,0,LLM,1.5896215438842773,0.7147948349121003,214
398,500,1000,800,1,75.53683193148473,AT,2.735475540161133,0.9217017095463542,466
399,500,1000,800,1,75.53683193148473,LLM,3.782203435897827,0.9365635000167664,507
400,500,250,200,1,0,AT,0.2576942443847656,0.006840030648503551,175
401,500,250,200,1,0,LLM,0.3402528762817383,0.006822324794116337,179
402,500,250,200,1,79.46409577397594,AT,0.19512557983398438,0.04242145935026345,124
403,500,250,200,1,79.46409577397594,LLM,0.2276611328125,0.04056111543709619,118
404,500,250,200,1,0,AT,0.23866844177246094,0.007098048514750841,161
